"","guanay_cormorant","peruvian_booby","peruvian_pelican"
"guanay_cormorant",-0.136526447737661,0.0957258109647299,0.0472098975430762
"peruvian_booby",-0.0448015398935171,0.00715198533324716,0.0425792737801992
"peruvian_pelican",0.0178890773359377,0.0378350889185265,-0.0668570440894582
