"","Rissa_tridactyla","Uria_aalge","Uria_lomvia"
"Rissa_tridactyla",4.04734635858644e-05,0.00268989630433948,-0.00348400892860662
"Uria_aalge",0.0598252482760956,0.00557880782052241,-0.095772980779134
"Uria_lomvia",0.0561777980284911,0.0175483626955461,-0.103903295073693
